,instant,dteday,season,yr,mnth,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
588,589,2012-08-11,3,1,8,6,0,2,28.0,32.0,49.0,21.0,2247,4052,6299
589,590,2012-08-12,3,1,8,0,0,1,29.0,32.0,36.0,12.0,2182,4362,6544
590,591,2012-08-13,3,1,8,1,1,1,30.0,33.0,37.0,14.0,1207,5676,6883
591,592,2012-08-14,3,1,8,2,1,1,30.0,34.0,46.0,17.0,1128,5656,6784
592,593,2012-08-15,3,1,8,3,1,1,29.0,33.0,42.0,17.0,1198,6149,7347
593,594,2012-08-16,3,1,8,4,1,1,29.0,33.0,35.0,14.0,1338,6267,7605
594,595,2012-08-17,3,1,8,5,1,1,30.0,12.0,38.0,23.0,1483,5665,7148
595,596,2012-08-18,3,1,8,6,0,1,28.0,31.0,40.0,18.0,2827,5038,7865
596,597,2012-08-19,3,1,8,0,0,2,26.0,30.0,48.0,9.0,1208,3341,4549
597,598,2012-08-20,3,1,8,1,1,2,26.0,30.0,49.0,13.0,1026,5504,6530
598,599,2012-08-21,3,1,8,2,1,1,27.0,30.0,45.0,7.0,1081,5925,7006
599,600,2012-08-22,3,1,8,3,1,1,27.0,31.0,45.0,7.0,1094,6281,7375
600,601,2012-08-23,3,1,8,4,1,1,29.0,32.0,43.0,8.0,1363,6402,7765
601,602,2012-08-24,3,1,8,5,1,2,29.0,32.0,41.0,7.0,1325,6257,7582
602,603,2012-08-25,3,1,8,6,0,2,27.0,31.0,48.0,24.0,1829,4224,6053
603,604,2012-08-26,3,1,8,0,0,2,27.0,30.0,57.0,23.0,1483,3772,5255
604,605,2012-08-27,3,1,8,1,1,1,29.0,33.0,49.0,13.0,989,5928,6917
605,606,2012-08-28,3,1,8,2,1,1,30.0,33.0,42.0,19.0,935,6105,7040
606,607,2012-08-29,3,1,8,3,1,1,28.0,32.0,37.0,11.0,1177,6520,7697
607,608,2012-08-30,3,1,8,4,1,1,29.0,33.0,40.0,8.0,1172,6541,7713
608,609,2012-08-31,3,1,8,5,1,1,31.0,34.0,39.0,17.0,1433,5917,7350
609,610,2012-09-01,3,1,9,6,0,2,31.0,35.0,43.0,11.0,2352,3788,6140
610,611,2012-09-02,3,1,9,0,0,2,29.0,32.0,55.0,6.0,2613,3197,5810
611,612,2012-09-03,3,1,9,1,0,1,29.0,33.0,53.0,15.0,1965,4069,6034
612,613,2012-09-04,3,1,9,2,1,1,30.0,34.0,51.0,24.0,867,5997,6864
613,614,2012-09-05,3,1,9,3,1,1,30.0,35.0,50.0,19.0,832,6280,7112
614,615,2012-09-06,3,1,9,4,1,2,29.0,33.0,54.0,14.0,611,5592,6203
615,616,2012-09-07,3,1,9,5,1,1,29.0,33.0,49.0,17.0,1045,6459,7504
616,617,2012-09-08,3,1,9,6,0,2,27.0,31.0,54.0,28.0,1557,4419,5976
617,618,2012-09-09,3,1,9,0,0,1,25.0,29.0,37.0,22.0,2570,5657,8227
618,619,2012-09-10,3,1,9,1,1,1,24.0,28.0,34.0,26.0,1118,6407,7525
619,620,2012-09-11,3,1,9,2,1,1,24.0,28.0,35.0,9.0,1070,6697,7767
620,621,2012-09-12,3,1,9,3,1,1,25.0,29.0,39.0,13.0,1050,6820,7870
621,622,2012-09-13,3,1,9,4,1,1,25.0,29.0,43.0,8.0,1054,6750,7804
622,623,2012-09-14,3,1,9,5,1,1,26.0,30.0,45.0,10.0,1379,6630,8009
623,624,2012-09-15,3,1,9,6,0,1,25.0,29.0,34.0,25.0,3160,5554,8714
624,625,2012-09-16,3,1,9,0,0,1,24.0,28.0,38.0,9.0,2166,5167,7333
625,626,2012-09-17,3,1,9,1,1,2,24.0,28.0,49.0,15.0,1022,5847,6869
626,627,2012-09-18,3,1,9,2,1,2,26.0,28.0,58.0,36.0,371,3702,4073
627,628,2012-09-19,3,1,9,3,1,1,23.0,27.0,36.0,22.0,788,6803,7591
628,629,2012-09-20,3,1,9,4,1,1,22.0,27.0,41.0,12.0,939,6781,7720
629,630,2012-09-21,3,1,9,5,1,1,25.0,29.0,45.0,15.0,1250,6917,8167
630,631,2012-09-22,3,1,9,6,0,1,27.0,31.0,43.0,28.0,2512,5883,8395
631,632,2012-09-23,4,1,9,0,0,1,22.0,26.0,31.0,22.0,2454,5453,7907
632,633,2012-09-24,4,1,9,1,1,1,21.0,25.0,33.0,14.0,1001,6435,7436
633,634,2012-09-25,4,1,9,2,1,1,23.0,27.0,38.0,24.0,845,6693,7538
634,635,2012-09-26,4,1,9,3,1,1,26.0,30.0,42.0,24.0,787,6946,7733
635,636,2012-09-27,4,1,9,4,1,2,27.0,30.0,46.0,13.0,751,6642,7393
636,637,2012-09-28,4,1,9,5,1,2,25.0,29.0,46.0,16.0,1045,6370,7415
637,638,2012-09-29,4,1,9,6,0,1,22.0,27.0,36.0,23.0,2589,5966,8555
638,639,2012-09-30,4,1,9,0,0,1,22.0,26.0,39.0,13.0,2015,4874,6889
639,640,2012-10-01,4,1,10,1,1,2,21.0,26.0,43.0,9.0,763,6015,6778
640,641,2012-10-02,4,1,10,2,1,3,24.0,27.0,58.0,10.0,315,4324,4639
641,642,2012-10-03,4,1,10,3,1,2,27.0,30.0,53.0,7.0,728,6844,7572
642,643,2012-10-04,4,1,10,4,1,2,27.0,30.0,48.0,12.0,891,6437,7328
643,644,2012-10-05,4,1,10,5,1,1,25.0,29.0,42.0,11.0,1516,6640,8156
644,645,2012-10-06,4,1,10,6,0,1,23.0,27.0,44.0,27.0,3031,4934,7965
645,646,2012-10-07,4,1,10,0,0,2,17.0,21.0,47.0,14.0,781,2729,3510
646,647,2012-10-08,4,1,10,1,0,2,16.0,19.0,48.0,19.0,874,4604,5478
647,648,2012-10-09,4,1,10,2,1,2,18.0,22.0,51.0,19.0,601,5791,6392
648,649,2012-10-10,4,1,10,3,1,1,21.0,25.0,42.0,19.0,780,6911,7691
649,650,2012-10-11,4,1,10,4,1,1,18.0,22.0,31.0,18.0,834,6736,7570
650,651,2012-10-12,4,1,10,5,1,1,18.0,22.0,36.0,24.0,1060,6222,7282
651,652,2012-10-13,4,1,10,6,0,1,16.0,20.0,33.0,15.0,2252,4857,7109
652,653,2012-10-14,4,1,10,0,0,1,21.0,25.0,43.0,28.0,2080,4559,6639
653,654,2012-10-15,4,1,10,1,1,2,23.0,27.0,47.0,30.0,760,5115,5875
654,655,2012-10-16,4,1,10,2,1,1,19.0,23.0,37.0,18.0,922,6612,7534
655,656,2012-10-17,4,1,10,3,1,1,19.0,23.0,46.0,10.0,979,6482,7461
656,657,2012-10-18,4,1,10,4,1,2,21.0,26.0,49.0,24.0,1008,6501,7509
657,658,2012-10-19,4,1,10,5,1,2,23.0,27.0,55.0,13.0,753,4671,5424
658,659,2012-10-20,4,1,10,6,0,1,20.0,24.0,38.0,12.0,2806,5284,8090
659,660,2012-10-21,4,1,10,0,0,1,19.0,23.0,34.0,17.0,2132,4692,6824
660,661,2012-10-22,4,1,10,1,1,1,20.0,24.0,38.0,8.0,830,6228,7058
661,662,2012-10-23,4,1,10,2,1,1,22.0,27.0,43.0,9.0,841,6625,7466
662,663,2012-10-24,4,1,10,3,1,1,24.0,28.0,43.0,7.0,795,6898,7693
663,664,2012-10-25,4,1,10,4,1,2,23.0,26.0,54.0,12.0,875,6484,7359
664,665,2012-10-26,4,1,10,5,1,2,22.0,26.0,54.0,13.0,1182,6262,7444
665,666,2012-10-27,4,1,10,6,0,2,22.0,26.0,48.0,24.0,2643,5209,7852
666,667,2012-10-28,4,1,10,0,0,2,20.0,23.0,47.0,40.0,998,3461,4459
667,668,2012-10-29,4,1,10,1,1,3,18.0,22.0,59.0,36.0,2,20,22
668,669,2012-10-30,4,1,10,2,1,2,13.0,15.0,55.0,21.0,87,1009,1096
669,670,2012-10-31,4,1,10,3,1,2,15.0,18.0,45.0,17.0,419,5147,5566
670,671,2012-11-01,4,1,11,4,1,2,15.0,18.0,39.0,16.0,466,5520,5986
671,672,2012-11-02,4,1,11,5,1,1,15.0,18.0,35.0,27.0,618,5229,5847
672,673,2012-11-03,4,1,11,6,0,2,14.0,16.0,33.0,27.0,1029,4109,5138
673,674,2012-11-04,4,1,11,0,0,1,13.0,16.0,36.0,18.0,1201,3906,5107
674,675,2012-11-05,4,1,11,1,1,1,13.0,15.0,33.0,24.0,378,4881,5259
675,676,2012-11-06,4,1,11,2,1,1,12.0,14.0,38.0,17.0,466,5220,5686
676,677,2012-11-07,4,1,11,3,1,2,12.0,14.0,37.0,30.0,326,4709,5035
677,678,2012-11-08,4,1,11,4,1,1,14.0,17.0,22.0,35.0,340,4975,5315
678,679,2012-11-09,4,1,11,5,1,1,15.0,18.0,36.0,21.0,709,5283,5992
679,680,2012-11-10,4,1,11,6,0,1,16.0,20.0,43.0,6.0,2090,4446,6536
680,681,2012-11-11,4,1,11,0,0,1,17.0,21.0,44.0,13.0,2290,4562,6852
681,682,2012-11-12,4,1,11,1,0,1,20.0,24.0,50.0,17.0,1097,5172,6269
682,683,2012-11-13,4,1,11,2,1,2,14.0,16.0,44.0,34.0,327,3767,4094
683,684,2012-11-14,4,1,11,3,1,1,12.0,14.0,37.0,20.0,373,5122,5495
684,685,2012-11-15,4,1,11,4,1,2,13.0,16.0,42.0,15.0,320,5125,5445
685,686,2012-11-16,4,1,11,5,1,1,14.0,17.0,35.0,17.0,484,5214,5698
686,687,2012-11-17,4,1,11,6,0,1,13.0,16.0,37.0,18.0,1313,4316,5629
687,688,2012-11-18,4,1,11,0,0,1,14.0,17.0,46.0,23.0,922,3747,4669
688,689,2012-11-19,4,1,11,1,1,2,16.0,19.0,42.0,24.0,449,5050,5499
689,690,2012-11-20,4,1,11,2,1,2,15.0,19.0,46.0,8.0,534,5100,5634
690,691,2012-11-21,4,1,11,3,1,1,14.0,18.0,41.0,10.0,615,4531,5146
691,692,2012-11-22,4,1,11,4,0,1,14.0,18.0,39.0,5.0,955,1470,2425
692,693,2012-11-23,4,1,11,5,1,1,15.0,19.0,38.0,15.0,1603,2307,3910
693,694,2012-11-24,4,1,11,6,0,1,11.0,12.0,27.0,38.0,532,1745,2277
694,695,2012-11-25,4,1,11,0,0,1,10.0,13.0,31.0,15.0,309,2115,2424
695,696,2012-11-26,4,1,11,1,1,1,13.0,17.0,36.0,5.0,337,4750,5087
696,697,2012-11-27,4,1,11,2,1,2,12.0,14.0,53.0,24.0,123,3836,3959
697,698,2012-11-28,4,1,11,3,1,1,12.0,14.0,34.0,21.0,198,5062,5260
698,699,2012-11-29,4,1,11,4,1,1,12.0,15.0,37.0,12.0,243,5080,5323
699,700,2012-11-30,4,1,11,5,1,1,12.0,16.0,44.0,6.0,362,5306,5668
700,701,2012-12-01,4,1,12,6,0,2,12.0,16.0,54.0,6.0,951,4240,5191
701,702,2012-12-02,4,1,12,0,0,2,14.0,18.0,55.0,12.0,892,3757,4649
702,703,2012-12-03,4,1,12,1,1,1,19.0,23.0,51.0,8.0,555,5679,6234
703,704,2012-12-04,4,1,12,2,1,1,20.0,23.0,49.0,17.0,551,6055,6606
704,705,2012-12-05,4,1,12,3,1,1,18.0,21.0,32.0,32.0,331,5398,5729
705,706,2012-12-06,4,1,12,4,1,1,10.0,13.0,34.0,17.0,340,5035,5375
706,707,2012-12-07,4,1,12,5,1,2,13.0,16.0,51.0,13.0,349,4659,5008
707,708,2012-12-08,4,1,12,6,0,2,16.0,19.0,61.0,10.0,1153,4429,5582
708,709,2012-12-09,4,1,12,0,0,2,16.0,20.0,61.0,16.0,441,2787,3228
709,710,2012-12-10,4,1,12,1,1,2,18.0,22.0,62.0,19.0,329,4841,5170
710,711,2012-12-11,4,1,12,2,1,2,14.0,17.0,40.0,30.0,282,5219,5501
711,712,2012-12-12,4,1,12,3,1,2,12.0,15.0,36.0,16.0,310,5009,5319
712,713,2012-12-13,4,1,12,4,1,1,12.0,15.0,33.0,17.0,425,5107,5532
713,714,2012-12-14,4,1,12,5,1,1,12.0,15.0,43.0,13.0,429,5182,5611
714,715,2012-12-15,4,1,12,6,0,1,13.0,17.0,44.0,11.0,767,4280,5047
715,716,2012-12-16,4,1,12,0,0,2,15.0,18.0,56.0,10.0,538,3248,3786
716,717,2012-12-17,4,1,12,1,1,2,16.0,20.0,61.0,10.0,212,4373,4585
717,718,2012-12-18,4,1,12,2,1,1,17.0,20.0,45.0,22.0,433,5124,5557
718,719,2012-12-19,4,1,12,3,1,1,14.0,17.0,42.0,18.0,333,4934,5267
719,720,2012-12-20,4,1,12,4,1,2,14.0,17.0,45.0,13.0,314,3814,4128
720,721,2012-12-21,1,1,12,5,1,2,13.0,15.0,37.0,37.0,221,3402,3623
721,722,2012-12-22,1,1,12,6,0,1,11.0,12.0,30.0,41.0,205,1544,1749
722,723,2012-12-23,1,1,12,0,0,1,10.0,13.0,35.0,13.0,408,1379,1787
723,724,2012-12-24,1,1,12,1,1,2,9.0,13.0,53.0,8.0,174,746,920
724,725,2012-12-25,1,1,12,2,0,2,12.0,15.0,49.0,17.0,440,573,1013
725,726,2012-12-26,1,1,12,3,1,3,10.0,11.0,55.0,32.0,9,432,441
726,727,2012-12-27,1,1,12,4,1,2,10.0,11.0,44.0,35.0,247,1867,2114
727,728,2012-12-28,1,1,12,5,1,2,10.0,13.0,40.0,16.0,644,2451,3095
728,729,2012-12-29,1,1,12,6,0,2,10.0,12.0,50.0,12.0,159,1182,1341
729,730,2012-12-30,1,1,12,0,0,1,10.0,12.0,32.0,35.0,364,1432,1796
730,731,2012-12-31,1,1,12,1,1,2,9.0,11.0,39.0,15.0,439,2290,2729
